key,species,latitude,longitude,type,date,info
374,Rabbit,50.27319,11.89011,Animal,06/05/2022,Placeholder Info
375,European Viper,47.70823,5.2672,Animal,06/05/2022,Placeholder Info
376,Fire Ant,49.90149,14.23074,Animal,06/05/2022,Placeholder Info
377,Ortolan Bunting,51.51137,10.33526,Animal,06/05/2022,Placeholder Info
378,European Viper,47.12898,7.33941,Animal,06/05/2022,Placeholder Info
379,Roe Deer,47.59882,17.49501,Animal,06/05/2022,Placeholder Info
380,Stoat,49.20405,13.05298,Animal,06/05/2022,Placeholder Info
381,Wolf,49.32702,14.63354,Animal,06/05/2022,Placeholder Info
382,Wolf,48.948,16.80788,Animal,06/05/2022,Placeholder Info
383,Badger,49.66091,6.75325,Animal,06/05/2022,Placeholder Info
384,Fallow Deer,49.79138,8.02846,Animal,06/05/2022,Placeholder Info
385,Ortolan Bunting,50.15671,8.93326,Animal,06/05/2022,Placeholder Info
386,Fallow Deer,49.25999,4.03471,Animal,06/05/2022,Placeholder Info
387,Stoat,47.95732,16.16826,Animal,06/05/2022,Placeholder Info
388,Badger,50.97156,16.7496,Animal,06/05/2022,Placeholder Info
389,Roe Deer,48.90818,12.29435,Animal,06/05/2022,Placeholder Info
390,Woodpecker,49.98191,14.25487,Animal,06/05/2022,Placeholder Info
391,Badger,50.33013,15.32136,Animal,06/05/2022,Placeholder Info
392,Fallow Deer,48.73575,5.14845,Animal,06/05/2022,Placeholder Info
393,Badger,47.6156,9.78658,Animal,06/05/2022,Placeholder Info
394,Roe Deer,51.85304,7.60404,Animal,06/05/2022,Placeholder Info
395,Rabbit,51.46681,10.08559,Animal,06/05/2022,Placeholder Info
396,Woodpecker,51.16028,4.37754,Animal,06/05/2022,Placeholder Info
397,Wolf,49.80529,17.17261,Animal,06/05/2022,Placeholder Info
398,Rabbit,47.05709,16.19571,Animal,06/05/2022,Placeholder Info
399,Fallow Deer,48.35126,6.55372,Animal,06/05/2022,Placeholder Info
400,European Viper,50.10385,17.87184,Animal,06/05/2022,Placeholder Info
401,Ortolan Bunting,48.04528,16.98193,Animal,06/05/2022,Placeholder Info
402,Fallow Deer,47.2098,16.76778,Animal,06/05/2022,Placeholder Info
403,Badger,49.10156,6.33629,Animal,06/05/2022,Placeholder Info
404,Fire Salamander,50.7181,12.97972,Animal,06/05/2022,Placeholder Info
405,Wolf,50.21445,13.35088,Animal,06/05/2022,Placeholder Info
406,European Viper,47.8736,5.55608,Animal,06/05/2022,Placeholder Info
407,Stoat,48.76799,8.23663,Animal,06/05/2022,Placeholder Info
408,Stoat,48.38005,9.86305,Animal,06/05/2022,Placeholder Info
409,Fallow Deer,47.22668,17.0477,Animal,06/05/2022,Placeholder Info
410,Fire Salamander,47.79054,18.05063,Animal,06/05/2022,Placeholder Info
411,Roe Deer,50.00525,5.2914,Animal,06/05/2022,Placeholder Info
412,Fire Ant,47.30609,14.38995,Animal,06/05/2022,Placeholder Info
413,Hare,48.4979,7.01088,Animal,06/05/2022,Placeholder Info
414,Ortolan Bunting,51.40222,4.35611,Animal,06/05/2022,Placeholder Info
415,Stoat,47.72806,17.83847,Animal,06/05/2022,Placeholder Info
416,Wolf,50.91027,4.8825,Animal,06/05/2022,Placeholder Info
417,Fire Ant,50.12359,5.08978,Animal,06/05/2022,Placeholder Info
418,Wolf,51.87067,12.20189,Animal,06/05/2022,Placeholder Info
419,Wolf,51.90034,16.41776,Animal,06/05/2022,Placeholder Info
420,Badger,50.89022,5.28222,Animal,06/05/2022,Placeholder Info
421,Roe Deer,49.6699,10.10324,Animal,06/05/2022,Placeholder Info
422,Fallow Deer,50.15234,15.96397,Animal,06/05/2022,Placeholder Info
423,Woodpecker,49.50464,10.29943,Animal,06/05/2022,Placeholder Info
424,Hare,51.79113,12.73396,Animal,06/05/2022,Placeholder Info
425,Fallow Deer,51.42045,15.35738,Animal,06/05/2022,Placeholder Info
426,Rabbit,51.35852,4.94857,Animal,06/05/2022,Placeholder Info
427,Stoat,48.62074,7.21944,Animal,06/05/2022,Placeholder Info
428,Rabbit,49.14617,6.58064,Animal,06/05/2022,Placeholder Info
429,Stoat,51.48483,7.58226,Animal,06/05/2022,Placeholder Info
430,Ortolan Bunting,49.85325,13.86956,Animal,06/05/2022,Placeholder Info
431,Hare,50.40077,6.75457,Animal,06/05/2022,Placeholder Info
432,Badger,48.43438,16.46681,Animal,06/05/2022,Placeholder Info
433,Stoat,51.0078,5.5345,Animal,06/05/2022,Placeholder Info
434,Ortolan Bunting,51.5845,17.06743,Animal,06/05/2022,Placeholder Info
435,Hare,48.43453,15.34388,Animal,06/05/2022,Placeholder Info
436,Ortolan Bunting,50.00578,12.76559,Animal,06/05/2022,Placeholder Info
437,Hare,49.85721,4.74652,Animal,06/05/2022,Placeholder Info
438,European Viper,51.12805,17.48031,Animal,06/05/2022,Placeholder Info
439,Ortolan Bunting,48.5053,7.83227,Animal,06/05/2022,Placeholder Info
440,Fire Salamander,51.72871,15.89417,Animal,06/05/2022,Placeholder Info
441,Hare,49.6361,17.69617,Animal,06/05/2022,Placeholder Info
442,European Viper,49.89413,9.307,Animal,06/05/2022,Placeholder Info
443,Wolf,50.55046,17.34221,Animal,06/05/2022,Placeholder Info
444,Roe Deer,47.74197,6.4081,Animal,06/05/2022,Placeholder Info
445,European Viper,49.56254,13.02788,Animal,06/05/2022,Placeholder Info
446,Badger,48.36097,8.03107,Animal,06/05/2022,Placeholder Info
447,Rabbit,51.54814,10.57323,Animal,06/05/2022,Placeholder Info
448,Woodpecker,50.75996,5.08128,Animal,06/05/2022,Placeholder Info
449,Ortolan Bunting,50.96905,10.97723,Animal,06/05/2022,Placeholder Info
450,Fire Salamander,47.23978,6.72973,Animal,06/05/2022,Placeholder Info
451,Roe Deer,50.46247,6.46486,Animal,06/05/2022,Placeholder Info
452,Woodpecker,48.27835,5.2702,Animal,06/05/2022,Placeholder Info
453,European Viper,51.6341,7.20643,Animal,06/05/2022,Placeholder Info
454,Fire Salamander,48.06927,14.95179,Animal,06/05/2022,Placeholder Info
455,Rabbit,50.31469,4.77857,Animal,06/05/2022,Placeholder Info
456,Fire Salamander,51.03428,7.33915,Animal,06/05/2022,Placeholder Info
457,Fire Ant,50.10185,13.99766,Animal,06/05/2022,Placeholder Info
458,Roe Deer,51.37123,14.43016,Animal,06/05/2022,Placeholder Info
459,Roe Deer,48.42814,10.19996,Animal,06/05/2022,Placeholder Info
460,Wolf,49.34112,10.81411,Animal,06/05/2022,Placeholder Info
461,Woodpecker,47.10338,9.5579,Animal,06/05/2022,Placeholder Info
462,Hare,49.15703,12.91166,Animal,06/05/2022,Placeholder Info
463,Woodpecker,48.05337,9.35344,Animal,06/05/2022,Placeholder Info
464,Woodpecker,51.50964,14.98788,Animal,06/05/2022,Placeholder Info
465,Woodpecker,48.76231,16.03154,Animal,06/05/2022,Placeholder Info
466,Roe Deer,49.80184,17.95607,Animal,06/05/2022,Placeholder Info
467,Wolf,50.20466,4.31676,Animal,06/05/2022,Placeholder Info
468,Wolf,48.97309,11.09869,Animal,06/05/2022,Placeholder Info
469,Wolf,51.92899,10.81752,Animal,06/05/2022,Placeholder Info
470,Fire Ant,50.42779,8.68376,Animal,06/05/2022,Placeholder Info
471,Hare,50.85738,9.90806,Animal,06/05/2022,Placeholder Info
472,Fire Salamander,49.44799,17.93309,Animal,06/05/2022,Placeholder Info
473,Roe Deer,48.97006,14.34679,Animal,06/05/2022,Placeholder Info
474,Fire Salamander,50.08302,6.87953,Animal,06/05/2022,Placeholder Info
475,Fallow Deer,51.31291,11.59614,Animal,06/05/2022,Placeholder Info
476,Fallow Deer,47.67923,6.2363,Animal,06/05/2022,Placeholder Info
477,Ortolan Bunting,47.95567,13.13124,Animal,06/05/2022,Placeholder Info
478,Stoat,51.81673,5.47808,Animal,06/05/2022,Placeholder Info
479,Roe Deer,47.89937,13.05471,Animal,06/05/2022,Placeholder Info
480,European Viper,51.02083,11.82901,Animal,06/05/2022,Placeholder Info
481,Fire Ant,47.15225,6.48711,Animal,06/05/2022,Placeholder Info
482,Fallow Deer,50.53834,6.64406,Animal,06/05/2022,Placeholder Info
483,Wolf,51.56946,17.50558,Animal,06/05/2022,Placeholder Info
484,European Viper,47.22557,11.83055,Animal,06/05/2022,Placeholder Info
485,Fallow Deer,51.85116,4.38615,Animal,06/05/2022,Placeholder Info
486,Woodpecker,47.31629,5.64578,Animal,06/05/2022,Placeholder Info
487,Fire Salamander,47.02856,13.52069,Animal,06/05/2022,Placeholder Info
488,Hare,50.45915,8.11255,Animal,06/05/2022,Placeholder Info
489,Ortolan Bunting,49.84626,9.00529,Animal,06/05/2022,Placeholder Info
490,Fire Ant,49.70828,4.15062,Animal,06/05/2022,Placeholder Info
491,European Viper,50.41966,5.9642,Animal,06/05/2022,Placeholder Info
492,Stoat,49.12988,14.20225,Animal,06/05/2022,Placeholder Info
493,Woodpecker,50.80975,13.88404,Animal,06/05/2022,Placeholder Info
494,Fire Salamander,51.80386,9.68497,Animal,06/05/2022,Placeholder Info
495,Fire Ant,51.49987,15.62114,Animal,06/05/2022,Placeholder Info
496,Fire Ant,51.68559,14.80376,Animal,06/05/2022,Placeholder Info
497,Fallow Deer,51.50545,5.74205,Animal,06/05/2022,Placeholder Info
498,Rabbit,47.88394,17.86985,Animal,06/05/2022,Placeholder Info
499,Rabbit,50.26319,6.85626,Animal,06/05/2022,Placeholder Info
500,Gentiana Pneumonanthe,47.72535,4.12192,Plant,06/05/2022,Placeholder Info
501,Myriophyllum Verticillatum,48.27721,6.05174,Plant,06/05/2022,Placeholder Info
502,Daisy,48.32909,18.1784,Plant,06/05/2022,Placeholder Info
503,Daisy,50.78865,22.27079,Plant,06/05/2022,Placeholder Info
504,Myriophyllum Verticillatum,50.57825,19.71323,Plant,06/05/2022,Placeholder Info
505,Myriophyllum Verticillatum,49.98643,16.49259,Plant,06/05/2022,Placeholder Info
506,Myriophyllum Verticillatum,49.86933,5.43765,Plant,06/05/2022,Placeholder Info
507,Japanese Knotweed,49.59302,22.22235,Plant,06/05/2022,Placeholder Info
508,Myriophyllum Verticillatum,47.21829,16.96564,Plant,06/05/2022,Placeholder Info
509,Gentiana Pneumonanthe,47.34535,20.40566,Plant,06/05/2022,Placeholder Info
510,Gentiana Pneumonanthe,51.85799,21.88977,Plant,06/05/2022,Placeholder Info
511,Gentiana Pneumonanthe,47.18149,8.76201,Plant,06/05/2022,Placeholder Info
512,Yellow Water-Lily,49.47236,11.30785,Plant,06/05/2022,Placeholder Info
513,Daisy,51.26583,24.19264,Plant,06/05/2022,Placeholder Info
514,Gentiana Pneumonanthe,51.49522,24.10737,Plant,06/05/2022,Placeholder Info
515,Yellow Water-Lily,48.90937,25.69694,Plant,06/05/2022,Placeholder Info
516,Yellow Water-Lily,47.50833,25.63093,Plant,06/05/2022,Placeholder Info
517,Myriophyllum Verticillatum,50.24514,24.90852,Plant,06/05/2022,Placeholder Info
518,Yellow Water-Lily,47.21892,5.83991,Plant,06/05/2022,Placeholder Info
519,Japanese Knotweed,48.49055,21.8954,Plant,06/05/2022,Placeholder Info
520,Yellow Water-Lily,50.05906,10.56997,Plant,06/05/2022,Placeholder Info
521,Daisy,49.20019,11.72202,Plant,06/05/2022,Placeholder Info
522,Japanese Knotweed,49.90698,5.31159,Plant,06/05/2022,Placeholder Info
523,Myriophyllum Verticillatum,48.24438,12.49057,Plant,06/05/2022,Placeholder Info
524,Daisy,50.07545,24.64107,Plant,06/05/2022,Placeholder Info
525,Yellow Water-Lily,48.94889,16.95886,Plant,06/05/2022,Placeholder Info
526,Yellow Water-Lily,51.96918,16.81286,Plant,06/05/2022,Placeholder Info
527,Yellow Water-Lily,51.48211,17.12959,Plant,06/05/2022,Placeholder Info
528,Japanese Knotweed,47.61415,16.42296,Plant,06/05/2022,Placeholder Info
529,Japanese Knotweed,47.2923,15.97432,Plant,06/05/2022,Placeholder Info
530,Japanese Knotweed,47.72967,5.49738,Plant,06/05/2022,Placeholder Info
531,Japanese Knotweed,50.79071,11.44265,Plant,06/05/2022,Placeholder Info
532,Japanese Knotweed,50.07313,20.5435,Plant,06/05/2022,Placeholder Info
533,Daisy,48.11775,25.18208,Plant,06/05/2022,Placeholder Info
534,Gentiana Pneumonanthe,49.69077,17.99413,Plant,06/05/2022,Placeholder Info
535,Daisy,50.55443,7.50395,Plant,06/05/2022,Placeholder Info
536,Yellow Water-Lily,47.94868,16.03412,Plant,06/05/2022,Placeholder Info
537,Japanese Knotweed,51.5654,8.41366,Plant,06/05/2022,Placeholder Info
538,Yellow Water-Lily,50.74446,17.75122,Plant,06/05/2022,Placeholder Info
539,Yellow Water-Lily,49.15809,23.58693,Plant,06/05/2022,Placeholder Info
540,Myriophyllum Verticillatum,48.25876,20.63606,Plant,06/05/2022,Placeholder Info
541,Myriophyllum Verticillatum,48.54249,27.19119,Plant,06/05/2022,Placeholder Info
542,Gentiana Pneumonanthe,48.79547,25.21492,Plant,06/05/2022,Placeholder Info
543,Gentiana Pneumonanthe,51.5479,6.22266,Plant,06/05/2022,Placeholder Info
544,Gentiana Pneumonanthe,47.19691,21.65663,Plant,06/05/2022,Placeholder Info
545,Yellow Water-Lily,47.30552,17.27107,Plant,06/05/2022,Placeholder Info
546,Gentiana Pneumonanthe,48.39683,21.21995,Plant,06/05/2022,Placeholder Info
547,Myriophyllum Verticillatum,50.89555,26.29522,Plant,06/05/2022,Placeholder Info
548,Gentiana Pneumonanthe,50.01269,12.44394,Plant,06/05/2022,Placeholder Info
549,Japanese Knotweed,49.24323,15.71573,Plant,06/05/2022,Placeholder Info
550,Myriophyllum Verticillatum,51.60896,25.83737,Plant,06/05/2022,Placeholder Info
551,Myriophyllum Verticillatum,50.56732,5.82771,Plant,06/05/2022,Placeholder Info
552,Gentiana Pneumonanthe,51.42228,26.02183,Plant,06/05/2022,Placeholder Info
553,Gentiana Pneumonanthe,47.48742,12.90122,Plant,06/05/2022,Placeholder Info
554,Myriophyllum Verticillatum,48.7801,11.44585,Plant,06/05/2022,Placeholder Info
555,Daisy,49.81472,5.04067,Plant,06/05/2022,Placeholder Info
556,Japanese Knotweed,48.16201,5.95738,Plant,06/05/2022,Placeholder Info
557,Gentiana Pneumonanthe,47.32672,4.76247,Plant,06/05/2022,Placeholder Info
558,Yellow Water-Lily,50.6077,6.23517,Plant,06/05/2022,Placeholder Info
559,Yellow Water-Lily,48.32115,20.02997,Plant,06/05/2022,Placeholder Info
560,Daisy,49.75121,15.06438,Plant,06/05/2022,Placeholder Info
561,Japanese Knotweed,49.72058,22.96581,Plant,06/05/2022,Placeholder Info
562,Gentiana Pneumonanthe,51.79765,14.24033,Plant,06/05/2022,Placeholder Info
563,Yellow Water-Lily,50.42378,21.44326,Plant,06/05/2022,Placeholder Info
564,Daisy,47.69606,23.68194,Plant,06/05/2022,Placeholder Info
565,Japanese Knotweed,48.47378,13.86346,Plant,06/05/2022,Placeholder Info
566,Myriophyllum Verticillatum,48.38637,12.13992,Plant,06/05/2022,Placeholder Info
567,Myriophyllum Verticillatum,51.54,8.03358,Plant,06/05/2022,Placeholder Info
568,Daisy,48.87909,20.50262,Plant,06/05/2022,Placeholder Info
569,Myriophyllum Verticillatum,50.98548,20.59596,Plant,06/05/2022,Placeholder Info
570,Gentiana Pneumonanthe,51.1429,11.80729,Plant,06/05/2022,Placeholder Info
571,Daisy,51.79836,26.05035,Plant,06/05/2022,Placeholder Info
572,Gentiana Pneumonanthe,48.31345,25.89349,Plant,06/05/2022,Placeholder Info
573,Yellow Water-Lily,47.80092,4.77259,Plant,06/05/2022,Placeholder Info
574,Myriophyllum Verticillatum,50.14021,18.00136,Plant,06/05/2022,Placeholder Info
575,Gentiana Pneumonanthe,47.44038,18.23046,Plant,06/05/2022,Placeholder Info
576,Japanese Knotweed,47.93279,28.00011,Plant,06/05/2022,Placeholder Info
577,Gentiana Pneumonanthe,50.83087,26.82963,Plant,06/05/2022,Placeholder Info
578,Myriophyllum Verticillatum,49.13443,5.21107,Plant,06/05/2022,Placeholder Info
579,Myriophyllum Verticillatum,51.47745,19.09194,Plant,06/05/2022,Placeholder Info
580,Daisy,50.25059,11.20944,Plant,06/05/2022,Placeholder Info
581,Daisy,50.04687,11.11161,Plant,06/05/2022,Placeholder Info
582,Myriophyllum Verticillatum,48.01938,25.4175,Plant,06/05/2022,Placeholder Info
583,Yellow Water-Lily,48.77397,20.44511,Plant,06/05/2022,Placeholder Info
584,Daisy,47.06408,22.63118,Plant,06/05/2022,Placeholder Info
585,Gentiana Pneumonanthe,51.15149,19.12799,Plant,06/05/2022,Placeholder Info
586,Japanese Knotweed,51.9335,8.98529,Plant,06/05/2022,Placeholder Info
587,Gentiana Pneumonanthe,48.3492,22.64802,Plant,06/05/2022,Placeholder Info
588,Daisy,51.84872,22.93064,Plant,06/05/2022,Placeholder Info
589,Japanese Knotweed,50.00909,26.20804,Plant,06/05/2022,Placeholder Info
590,Japanese Knotweed,50.18292,16.57132,Plant,06/05/2022,Placeholder Info
591,Myriophyllum Verticillatum,49.09032,7.98911,Plant,06/05/2022,Placeholder Info
592,Gentiana Pneumonanthe,49.99392,21.55917,Plant,06/05/2022,Placeholder Info
593,Daisy,47.10604,18.46072,Plant,06/05/2022,Placeholder Info
594,Daisy,51.14018,26.95285,Plant,06/05/2022,Placeholder Info
595,Gentiana Pneumonanthe,49.60595,11.53241,Plant,06/05/2022,Placeholder Info
596,Japanese Knotweed,47.32592,22.69226,Plant,06/05/2022,Placeholder Info
597,Japanese Knotweed,51.76404,14.02585,Plant,06/05/2022,Placeholder Info
598,Daisy,50.52324,26.50613,Plant,06/05/2022,Placeholder Info
599,Gentiana Pneumonanthe,47.40771,21.12006,Plant,06/05/2022,Placeholder Info
600,Myriophyllum Verticillatum,48.21859,14.23729,Plant,06/05/2022,Placeholder Info
601,Gentiana Pneumonanthe,49.28698,14.23493,Plant,06/05/2022,Placeholder Info
602,Gentiana Pneumonanthe,51.79279,26.92297,Plant,06/05/2022,Placeholder Info
603,Yellow Water-Lily,50.29437,16.2119,Plant,06/05/2022,Placeholder Info
604,Myriophyllum Verticillatum,48.32466,10.11188,Plant,06/05/2022,Placeholder Info
605,Japanese Knotweed,51.86652,6.47836,Plant,06/05/2022,Placeholder Info
606,Daisy,48.64885,11.29615,Plant,06/05/2022,Placeholder Info
607,Yellow Water-Lily,48.06432,26.00487,Plant,06/05/2022,Placeholder Info
608,Myriophyllum Verticillatum,48.75429,14.90019,Plant,06/05/2022,Placeholder Info
609,Yellow Water-Lily,50.6492,13.40151,Plant,06/05/2022,Placeholder Info
610,Myriophyllum Verticillatum,47.32004,7.00127,Plant,06/05/2022,Placeholder Info
611,Daisy,51.97472,23.47565,Plant,06/05/2022,Placeholder Info
612,Japanese Knotweed,47.24892,14.90306,Plant,06/05/2022,Placeholder Info
613,Japanese Knotweed,51.69949,27.76881,Plant,06/05/2022,Placeholder Info
614,Japanese Knotweed,48.23652,4.70799,Plant,06/05/2022,Placeholder Info
615,Yellow Water-Lily,47.45301,23.02862,Plant,06/05/2022,Placeholder Info
616,Yellow Water-Lily,51.9688,14.30276,Plant,06/05/2022,Placeholder Info
617,Myriophyllum Verticillatum,50.43044,26.48164,Plant,06/05/2022,Placeholder Info
618,Japanese Knotweed,47.08681,25.44684,Plant,06/05/2022,Placeholder Info
619,Daisy,48.84769,24.10178,Plant,06/05/2022,Placeholder Info
620,Gentiana Pneumonanthe,50.42536,23.61426,Plant,06/05/2022,Placeholder Info
621,Japanese Knotweed,49.14075,5.6421,Plant,06/05/2022,Placeholder Info
622,Myriophyllum Verticillatum,49.77477,9.96292,Plant,06/05/2022,Placeholder Info
623,Daisy,49.51592,20.92452,Plant,06/05/2022,Placeholder Info
624,Japanese Knotweed,48.65985,13.08061,Plant,06/05/2022,Placeholder Info
625,Myriophyllum Verticillatum,49.82137,25.71543,Plant,06/05/2022,Placeholder Info
626,Daisy,47.02782,17.18623,Plant,06/05/2022,Placeholder Info
627,Myriophyllum Verticillatum,50.6569,15.27549,Plant,06/05/2022,Placeholder Info
628,Gentiana Pneumonanthe,50.47856,19.94547,Plant,06/05/2022,Placeholder Info
629,Gentiana Pneumonanthe,50.77858,21.79563,Plant,06/05/2022,Placeholder Info
630,Japanese Knotweed,48.78808,25.81904,Plant,06/05/2022,Placeholder Info
631,Myriophyllum Verticillatum,47.22588,22.45796,Plant,06/05/2022,Placeholder Info
632,Gentiana Pneumonanthe,49.33039,10.59716,Plant,06/05/2022,Placeholder Info
633,Myriophyllum Verticillatum,48.15613,21.56687,Plant,06/05/2022,Placeholder Info
634,Yellow Water-Lily,49.51052,9.06382,Plant,06/05/2022,Placeholder Info
635,Japanese Knotweed,49.7589,10.88503,Plant,06/05/2022,Placeholder Info
636,Myriophyllum Verticillatum,51.73999,12.72673,Plant,06/05/2022,Placeholder Info
637,Daisy,50.99473,5.2832,Plant,06/05/2022,Placeholder Info
638,Myriophyllum Verticillatum,51.56013,15.56947,Plant,06/05/2022,Placeholder Info
639,Japanese Knotweed,50.46387,10.70705,Plant,06/05/2022,Placeholder Info
640,Yellow Water-Lily,51.61416,19.84119,Plant,06/05/2022,Placeholder Info
641,Daisy,47.22509,13.27647,Plant,06/05/2022,Placeholder Info
642,Daisy,48.46857,13.88897,Plant,06/05/2022,Placeholder Info
643,Gentiana Pneumonanthe,50.86613,21.35709,Plant,06/05/2022,Placeholder Info
644,Yellow Water-Lily,51.38026,11.78494,Plant,06/05/2022,Placeholder Info
645,Daisy,50.61582,24.72955,Plant,06/05/2022,Placeholder Info
646,Daisy,51.32738,21.51488,Plant,06/05/2022,Placeholder Info
647,Yellow Water-Lily,49.89179,14.55909,Plant,06/05/2022,Placeholder Info
648,Myriophyllum Verticillatum,49.63929,21.14034,Plant,06/05/2022,Placeholder Info
649,Gentiana Pneumonanthe,51.33706,13.36202,Plant,06/05/2022,Placeholder Info
650,Yellow Water-Lily,50.68453,22.59066,Plant,06/05/2022,Placeholder Info
651,Japanese Knotweed,47.26036,14.30342,Plant,06/05/2022,Placeholder Info
652,Daisy,50.52061,22.35624,Plant,06/05/2022,Placeholder Info
653,Myriophyllum Verticillatum,47.58037,7.33143,Plant,06/05/2022,Placeholder Info
654,Daisy,48.38626,6.03609,Plant,06/05/2022,Placeholder Info
655,Daisy,48.4369,9.99312,Plant,06/05/2022,Placeholder Info
656,Japanese Knotweed,47.54129,18.41383,Plant,06/05/2022,Placeholder Info
657,Daisy,49.32082,24.25367,Plant,06/05/2022,Placeholder Info
658,Yellow Water-Lily,47.59291,22.56241,Plant,06/05/2022,Placeholder Info
659,Myriophyllum Verticillatum,50.17744,18.69402,Plant,06/05/2022,Placeholder Info
660,Daisy,50.08298,4.63599,Plant,06/05/2022,Placeholder Info
661,Gentiana Pneumonanthe,47.6048,11.82983,Plant,06/05/2022,Placeholder Info
662,Japanese Knotweed,50.42257,22.3122,Plant,06/05/2022,Placeholder Info
663,Yellow Water-Lily,50.33839,26.17006,Plant,06/05/2022,Placeholder Info
664,Myriophyllum Verticillatum,49.55747,5.92705,Plant,06/05/2022,Placeholder Info
665,Gentiana Pneumonanthe,51.55743,10.09503,Plant,06/05/2022,Placeholder Info
666,Yellow Water-Lily,51.85978,22.4401,Plant,06/05/2022,Placeholder Info
667,Myriophyllum Verticillatum,47.42545,16.67252,Plant,06/05/2022,Placeholder Info
668,Myriophyllum Verticillatum,47.61851,11.47364,Plant,06/05/2022,Placeholder Info
669,Gentiana Pneumonanthe,48.53328,24.31453,Plant,06/05/2022,Placeholder Info
670,Yellow Water-Lily,47.39504,12.41183,Plant,06/05/2022,Placeholder Info
671,Daisy,50.2585,8.19929,Plant,06/05/2022,Placeholder Info
672,Myriophyllum Verticillatum,50.22673,18.72934,Plant,06/05/2022,Placeholder Info
673,Yellow Water-Lily,51.55565,24.8318,Plant,06/05/2022,Placeholder Info
674,Gentiana Pneumonanthe,48.85377,6.59392,Plant,06/05/2022,Placeholder Info
675,Myriophyllum Verticillatum,49.28251,27.15125,Plant,06/05/2022,Placeholder Info
676,Myriophyllum Verticillatum,50.29452,22.9957,Plant,06/05/2022,Placeholder Info
677,Yellow Water-Lily,50.20972,4.52212,Plant,06/05/2022,Placeholder Info
678,Japanese Knotweed,47.18505,11.90859,Plant,06/05/2022,Placeholder Info
679,Daisy,47.01471,11.16002,Plant,06/05/2022,Placeholder Info
680,Myriophyllum Verticillatum,48.29524,9.77702,Plant,06/05/2022,Placeholder Info
681,Myriophyllum Verticillatum,51.9821,17.43744,Plant,06/05/2022,Placeholder Info
682,Daisy,49.71435,16.90086,Plant,06/05/2022,Placeholder Info
683,Daisy,49.84202,8.70159,Plant,06/05/2022,Placeholder Info
684,Myriophyllum Verticillatum,50.72457,23.27065,Plant,06/05/2022,Placeholder Info
685,Daisy,47.26688,14.64644,Plant,06/05/2022,Placeholder Info
686,Daisy,48.63491,17.54238,Plant,06/05/2022,Placeholder Info
687,Japanese Knotweed,47.09148,4.27229,Plant,06/05/2022,Placeholder Info
688,Myriophyllum Verticillatum,51.32824,26.99756,Plant,06/05/2022,Placeholder Info
689,Daisy,49.6468,15.24791,Plant,06/05/2022,Placeholder Info
690,Yellow Water-Lily,50.46142,21.31693,Plant,06/05/2022,Placeholder Info
691,Daisy,50.3502,8.50465,Plant,06/05/2022,Placeholder Info
692,Myriophyllum Verticillatum,47.94699,22.79377,Plant,06/05/2022,Placeholder Info
693,Japanese Knotweed,49.33346,20.45012,Plant,06/05/2022,Placeholder Info
694,Myriophyllum Verticillatum,50.26023,19.84821,Plant,06/05/2022,Placeholder Info
695,Yellow Water-Lily,48.36418,4.65889,Plant,06/05/2022,Placeholder Info
696,Gentiana Pneumonanthe,51.31165,7.0081,Plant,06/05/2022,Placeholder Info
697,Gentiana Pneumonanthe,50.16162,15.3614,Plant,06/05/2022,Placeholder Info
698,Daisy,50.77914,23.13067,Plant,06/05/2022,Placeholder Info
699,Yellow Water-Lily,47.12364,20.72237,Plant,06/05/2022,Placeholder Info
700,Japanese Knotweed,51.73676,23.79499,Plant,06/05/2022,Placeholder Info
701,Yellow Water-Lily,47.09067,23.50882,Plant,06/05/2022,Placeholder Info
702,Yellow Water-Lily,49.40756,4.48785,Plant,06/05/2022,Placeholder Info
703,Daisy,51.32994,20.19517,Plant,06/05/2022,Placeholder Info
704,Myriophyllum Verticillatum,47.92214,23.99393,Plant,06/05/2022,Placeholder Info
705,Yellow Water-Lily,49.50548,7.80531,Plant,06/05/2022,Placeholder Info
706,Yellow Water-Lily,51.49357,25.07749,Plant,06/05/2022,Placeholder Info
707,Gentiana Pneumonanthe,51.62044,18.21514,Plant,06/05/2022,Placeholder Info
708,Myriophyllum Verticillatum,51.72945,11.23226,Plant,06/05/2022,Placeholder Info
709,Japanese Knotweed,47.65046,6.36997,Plant,06/05/2022,Placeholder Info
710,Daisy,50.63539,6.3595,Plant,06/05/2022,Placeholder Info
711,Yellow Water-Lily,51.4818,11.58961,Plant,06/05/2022,Placeholder Info
712,Yellow Water-Lily,47.66561,26.21067,Plant,06/05/2022,Placeholder Info
713,Myriophyllum Verticillatum,49.87089,9.07191,Plant,06/05/2022,Placeholder Info
714,Japanese Knotweed,50.78064,6.09845,Plant,06/05/2022,Placeholder Info
715,Japanese Knotweed,48.09711,23.78034,Plant,06/05/2022,Placeholder Info
716,Myriophyllum Verticillatum,50.4724,24.37715,Plant,06/05/2022,Placeholder Info
717,Gentiana Pneumonanthe,49.53971,21.45804,Plant,06/05/2022,Placeholder Info
718,Daisy,48.87756,10.82129,Plant,06/05/2022,Placeholder Info
719,Yellow Water-Lily,50.27775,19.81282,Plant,06/05/2022,Placeholder Info
720,Myriophyllum Verticillatum,50.2018,26.5666,Plant,06/05/2022,Placeholder Info
